Gene	Median Rank	Full Ranks
RAB11A	2827.0	[4888, 4331, 5045, 505, 3985, 3002, 2224, 3819, 4996, 3483, 1450, 2816, 3439, 3046, 2393, 3381, 443, 5584, 5462, 2704, 1510, 1240, 989, 5448, 2950, 1268, 3641, 480, 2821, 2427, 1416, 6010, 1666, 1743, 1576, 3045, 4215, 911, 1540, 2609, 2899, 1300, 2800, 3400, 3504, 5693, 584, 2944, 2007, 3109, 3215, 3149, 2277, 527, 6135, 2020, 2329, 2192, 2569, 2366, 2117, 1093, 2674, 4434, 3298, 2161, 3066, 1622, 3424, 2153, 2507, 1858, 5791, 2004, 529, 2991, 3373, 4483, 3309, 2553, 2543, 259, 5270, 3787, 3181, 3731, 4248, 1085, 5154, 2833, 3592, 3547, 5713, 6179, 3769, 671, 1188, 1756, 2017, 4369]
ISG15	2867.5	[3291, 4574, 1611, 804, 4725, 5415, 2861, 1518, 1920, 3318, 4510, 908, 4910, 3374, 4002, 2390, 2041, 1534, 1639, 5238, 5208, 1505, 4165, 2479, 3499, 2340, 4889, 5631, 3219, 2901, 2959, 2567, 1397, 5543, 3289, 4489, 2461, 3085, 3876, 3033, 2560, 898, 3950, 2760, 4024, 1846, 2725, 2759, 2138, 5074, 5642, 3986, 2117, 2981, 3310, 1422, 3602, 3667, 1706, 4913, 1429, 2874, 4472, 1477, 2096, 3403, 2480, 3065, 2606, 1999, 2625, 5364, 3224, 1570, 1375, 4041, 3757, 3342, 2720, 1676, 3772, 2373, 1924, 3336, 2382, 1228, 3796, 1074, 2874, 2354, 4094, 2789, 1823, 1519, 3360, 3128, 1414, 2231, 1033, 1278]
MYO5B	2910.5	[2820, 5635, 2424, 4398, 1226, 2498, 3707, 1084, 4330, 6177, 5954, 4685, 2869, 3609, 1416, 642, 2321, 6317, 4826, 137, 2290, 552, 5646, 4368, 5489, 4978, 5204, 5158, 5543, 4765, 336, 2680, 5249, 6195, 2164, 3965, 6046, 3705, 1905, 2854, 1671, 3846, 5595, 2004, 2449, 5102, 5982, 4822, 3782, 3270, 482, 5457, 4833, 245, 418, 2914, 2767, 6173, 1129, 994, 5467, 1677, 4570, 451, 1955, 1155, 1745, 1322, 759, 4550, 2907, 4112, 6153, 1860, 1380, 2723, 3357, 1948, 5432, 5203, 1543, 2145, 4679, 4295, 448, 3707, 1426, 1438, 1418, 3730, 5522, 849, 1236, 2257, 5349, 4119, 2525, 6086, 879, 2677]
CD37	2911.5	[1316, 4015, 1682, 1262, 1919, 3909, 1675, 2825, 5188, 4418, 2271, 2779, 3432, 1597, 919, 1947, 3168, 4855, 3103, 3154, 2649, 3487, 1480, 489, 204, 4535, 398, 2986, 4249, 561, 3454, 2670, 1794, 2595, 2260, 5642, 5981, 5357, 1229, 4994, 3967, 2816, 4031, 2505, 6263, 1399, 5213, 5474, 5991, 1891, 4357, 3480, 3029, 5365, 1503, 613, 4694, 5808, 1358, 1991, 423, 4097, 821, 2756, 1231, 4298, 3706, 2163, 2655, 5980, 5633, 1297, 2644, 1932, 836, 4163, 2864, 4101, 1133, 3869, 5630, 2959, 1809, 1544, 4662, 4525, 3591, 1583, 2182, 4580, 5407, 3237, 2238, 5886, 1121, 5994, 2285, 3827, 816, 4211]
IGHG3	2952.5	[906, 6204, 4692, 1871, 5357, 5051, 568, 5758, 5867, 1527, 6267, 2697, 430, 5824, 3789, 5015, 3416, 79, 2560, 5311, 529, 260, 6340, 358, 6011, 1022, 5746, 433, 2642, 1235, 2779, 1947, 1153, 5949, 6288, 5413, 770, 3445, 3142, 97, 5400, 3726, 1495, 737, 5466, 5977, 1191, 1635, 5062, 931, 2702, 6076, 5493, 3720, 5000, 985, 1692, 2521, 334, 2824, 5604, 3894, 3554, 3017, 1692, 6070, 825, 2474, 5705, 316, 3243, 170, 1132, 3385, 5260, 4248, 1960, 2700, 5737, 4875, 1196, 2921, 4715, 2486, 1581, 6062, 2029, 239, 2984, 5849, 3955, 134, 5333, 3396, 5931, 1205, 1862, 3307, 2752, 1760]
KCNJ1	2970.0	[5956, 5773, 2615, 734, 1967, 5874, 2684, 824, 5651, 6404, 484, 285, 1866, 414, 5367, 347, 120, 156, 3708, 391, 500, 521, 1671, 6043, 974, 571, 33, 3750, 1180, 652, 5781, 5042, 4906, 2926, 2148, 2650, 5096, 5272, 409, 86, 1682, 497, 20, 2600, 3192, 2791, 5392, 6451, 5782, 6471, 1683, 4598, 5127, 470, 1262, 58, 5099, 6194, 6429, 270, 3014, 3578, 4656, 3945, 1047, 5997, 6380, 6283, 2250, 1894, 3748, 735, 5991, 4462, 6434, 5943, 43, 159, 2485, 5776, 2618, 6302, 6331, 619, 3244, 69, 3510, 737, 322, 497, 606, 6403, 4137, 5371, 6411, 6372, 6130, 5044, 5324, 6146]
IDH3G	2973.5	[3822, 350, 1914, 1561, 4199, 3872, 1185, 6040, 1044, 2962, 1673, 1070, 1149, 6177, 4326, 302, 1843, 5314, 1131, 1710, 3520, 2985, 802, 5116, 2251, 4851, 3151, 2744, 2268, 1653, 4182, 3726, 3133, 5745, 2144, 2704, 5158, 5687, 4555, 1475, 1654, 1235, 5146, 5713, 3409, 6414, 4608, 221, 3009, 5752, 5986, 599, 5610, 4447, 2904, 412, 4877, 1086, 867, 2599, 1443, 3086, 1647, 3535, 5458, 1577, 1302, 4843, 6055, 773, 2698, 6241, 704, 2211, 2415, 4348, 2767, 1859, 2550, 3405, 4630, 414, 5324, 6205, 2905, 2472, 5452, 2299, 3513, 438, 5547, 2270, 5133, 4423, 6028, 1990, 474, 3253, 5184, 3307]
NPY1R	2983.5	[6075, 4514, 3582, 1463, 1013, 2632, 1543, 3923, 5385, 2937, 3588, 2971, 3208, 2397, 4655, 5307, 3905, 1396, 1252, 1605, 4752, 4710, 2763, 3796, 1814, 3002, 2337, 4159, 1263, 2177, 4450, 5492, 3578, 3952, 1373, 3648, 1663, 2317, 2761, 5061, 652, 2742, 3143, 2144, 4173, 1053, 1466, 2381, 3327, 4532, 5115, 1659, 5065, 2996, 3228, 4391, 4443, 2826, 955, 4884, 4075, 1509, 6105, 1405, 3564, 4976, 5538, 5291, 5324, 4624, 2476, 4422, 1592, 2283, 1947, 2914, 1371, 4784, 3125, 4295, 2003, 3113, 715, 2231, 1739, 1965, 4425, 4471, 2549, 4512, 1565, 2150, 277, 978, 1741, 2639, 1249, 4048, 4149, 2137]
HCRT	2986.5	[3311, 5965, 1343, 3035, 4948, 1099, 6018, 1131, 3334, 3393, 3367, 1738, 5710, 4132, 957, 5707, 1729, 5392, 4642, 1804, 1117, 2293, 1491, 2429, 3636, 6135, 4036, 5600, 1867, 5138, 3098, 2773, 2574, 5771, 2512, 389, 4806, 2163, 3187, 6178, 148, 5101, 133, 5759, 3593, 1180, 2847, 588, 574, 4149, 2938, 1035, 1310, 2650, 1491, 392, 1649, 5682, 406, 2450, 1599, 4311, 353, 5303, 1966, 5036, 1865, 475, 134, 4763, 4645, 5695, 2043, 560, 5354, 2693, 3698, 5556, 6003, 4977, 4960, 3260, 4100, 3786, 232, 6215, 1208, 1101, 1151, 3152, 1963, 5561, 443, 4446, 1520, 6111, 5853, 849, 3373, 250]
CTAG2	2989.5	[1570, 495, 3873, 651, 4521, 1885, 6427, 327, 5309, 1042, 3732, 57, 6013, 4689, 2770, 4750, 393, 3934, 2652, 560, 344, 1136, 116, 78, 5185, 2443, 3635, 375, 3450, 440, 2658, 378, 2953, 787, 4487, 5339, 713, 299, 5373, 3582, 855, 999, 6265, 1626, 472, 162, 4691, 6415, 5839, 1251, 5297, 893, 1787, 5872, 314, 6458, 571, 1885, 3272, 5993, 396, 6415, 6338, 4712, 5882, 2772, 1793, 4919, 4574, 330, 6442, 4492, 1083, 5296, 5826, 5848, 5400, 5804, 2797, 6029, 767, 473, 2265, 1641, 1065, 4044, 2708, 6379, 5975, 3918, 464, 6412, 5311, 678, 6184, 3707, 3683, 2734, 6347, 3026]
CHRNB3	3018.0	[4511, 4797, 4942, 552, 5805, 6377, 2683, 324, 2724, 1443, 5152, 3296, 1686, 495, 1673, 5590, 6343, 4254, 1081, 586, 740, 124, 1832, 5089, 326, 692, 4177, 1727, 5855, 3207, 5549, 75, 722, 4750, 5059, 2603, 4866, 313, 3869, 550, 925, 229, 1350, 203, 5747, 4649, 2829, 5989, 5943, 669, 5379, 54, 5497, 5020, 1050, 2008, 6096, 4665, 1142, 5570, 2386, 3615, 886, 1349, 365, 5149, 2456, 4051, 4985, 5670, 4372, 5345, 768, 1650, 6416, 2688, 2066, 6058, 5400, 5503, 710, 5723, 1613, 6242, 914, 4864, 2794, 5785, 5256, 830, 5180, 5626, 496, 208, 1954, 5690, 5871, 611, 2385, 6008]
VAPB	3023.5	[5787, 2356, 2103, 823, 5015, 1818, 5941, 216, 2174, 2865, 5435, 624, 1899, 4033, 243, 2290, 6034, 4808, 3331, 1012, 1241, 3029, 1919, 2050, 5685, 5371, 1916, 4409, 921, 1250, 4520, 3493, 2015, 1218, 4108, 587, 6342, 5340, 1465, 4386, 3093, 3018, 5492, 4295, 4159, 5855, 4956, 3221, 420, 5023, 5770, 6014, 5359, 5042, 5528, 3320, 242, 774, 6380, 413, 1683, 579, 2680, 4981, 4530, 1158, 2599, 4563, 2131, 3092, 3839, 998, 1604, 2060, 2607, 5860, 2698, 5960, 413, 5533, 3453, 1066, 759, 1356, 5082, 2649, 950, 3111, 2180, 4113, 1654, 4329, 5807, 966, 5225, 4089, 1494, 322, 3203, 419]
S100A9	3023.5	[1620, 1665, 2334, 1369, 3036, 4756, 3552, 586, 3103, 3011, 1510, 3537, 3059, 2326, 1747, 4573, 1964, 4888, 3160, 3703, 2276, 4354, 2380, 3173, 1541, 4515, 4378, 3656, 4061, 708, 2009, 1149, 5379, 1908, 4761, 1481, 3511, 2520, 2367, 2919, 1315, 4873, 3124, 4933, 2308, 3038, 5133, 1635, 5739, 1157, 3817, 4091, 1179, 1307, 2130, 1945, 4775, 3356, 1877, 891, 3581, 2426, 3092, 628, 2555, 3761, 2388, 868, 638, 3846, 5494, 2471, 2059, 3625, 3410, 3871, 2703, 2088, 2753, 1549, 4889, 5346, 2504, 4252, 4365, 2700, 3502, 2390, 3954, 1941, 4763, 2780, 2626, 3439, 3696, 3864, 1472, 4673, 6102, 4659]
MYB	3070.0	[840, 2856, 4719, 1342, 1775, 3511, 3394, 2416, 2162, 1868, 551, 2620, 1903, 1041, 4015, 4909, 3585, 5141, 5838, 2730, 4430, 2983, 4505, 2220, 4480, 4612, 2349, 1958, 1411, 3673, 5230, 3936, 4482, 2462, 2780, 2944, 3529, 2407, 4563, 5161, 1252, 2625, 4428, 1738, 5112, 2440, 3077, 1806, 3445, 4708, 5008, 4430, 1490, 3749, 4056, 2751, 4134, 3583, 4119, 2054, 2220, 3839, 3873, 4120, 3359, 3043, 4157, 4604, 4409, 4044, 3753, 1789, 4157, 4951, 2052, 2683, 3263, 4561, 2708, 1329, 3199, 821, 2267, 1127, 1806, 3122, 2195, 4172, 3063, 4089, 2858, 2168, 4210, 1929, 2942, 2122, 1954, 2892, 1792, 3713]
HLA-G	3070.5	[1170, 4468, 3153, 2007, 1488, 4141, 4530, 4376, 3471, 2825, 1309, 2712, 4518, 1879, 2608, 1231, 2754, 2331, 2565, 2548, 2286, 3060, 1907, 3836, 2686, 2086, 5283, 1585, 3036, 1955, 3457, 3986, 5581, 1215, 684, 3243, 3848, 5566, 1538, 1607, 2490, 5315, 2116, 4849, 3209, 4388, 3790, 2752, 4833, 3488, 2948, 4729, 1536, 4435, 3949, 1417, 661, 4685, 1307, 2401, 4009, 3903, 5668, 4845, 5825, 1234, 1623, 3759, 5917, 1682, 694, 1695, 686, 2420, 1385, 4075, 5374, 5338, 4180, 1218, 4041, 1404, 1537, 3053, 3416, 3486, 4934, 4776, 5279, 5606, 3509, 5474, 2056, 695, 1382, 4204, 1871, 5157, 3081, 4591]
SST	3075.5	[2215, 1016, 1384, 3859, 3869, 169, 1756, 2652, 4872, 2008, 6014, 3067, 1167, 1511, 1084, 3920, 1679, 5483, 1722, 3729, 4919, 3017, 316, 4616, 1188, 5835, 2260, 5282, 4433, 6001, 2753, 170, 1579, 3242, 4581, 1015, 2348, 6208, 2585, 2675, 4037, 694, 3051, 827, 1692, 2867, 5467, 6180, 4213, 5767, 4916, 4309, 1964, 3759, 4231, 2190, 6161, 3644, 4184, 4945, 2718, 5460, 3262, 2192, 5012, 4228, 4280, 1599, 1862, 612, 3301, 1401, 2091, 4173, 1399, 2733, 3084, 3953, 2445, 2244, 3977, 5679, 4218, 2708, 6155, 2964, 2687, 3964, 3000, 5920, 2984, 4693, 2923, 5307, 4635, 1043, 4084, 4977, 3041, 5109]
HLA-DPB1	3111.5	[206, 3939, 1924, 4106, 859, 4045, 2527, 1806, 1117, 4217, 4496, 4215, 4477, 666, 763, 4309, 2700, 5641, 2875, 5191, 4423, 1821, 1723, 3362, 2596, 5428, 4153, 2786, 2097, 2753, 3553, 1317, 5086, 2793, 1356, 1978, 4072, 4089, 3297, 3453, 837, 733, 6109, 4659, 2777, 2352, 2329, 1383, 2806, 2587, 2642, 767, 4183, 4115, 369, 2441, 2065, 3174, 6088, 3237, 1504, 2678, 4606, 1424, 4571, 5330, 2757, 4088, 3756, 4222, 3501, 2778, 2660, 3019, 442, 3615, 538, 5754, 3104, 5619, 4541, 2050, 5620, 2397, 5207, 2701, 4598, 5901, 3388, 1986, 1703, 1838, 3233, 4411, 3671, 3119, 2360, 4583, 5934, 4567]
KCNAB1	3154.0	[474, 5291, 3095, 6073, 4238, 4845, 1610, 1441, 6076, 3064, 3502, 5788, 4686, 5052, 6166, 93, 607, 4376, 1674, 2588, 3443, 1472, 2375, 1155, 3760, 2584, 2956, 3536, 2447, 1571, 4916, 1396, 5513, 6318, 1186, 472, 882, 3057, 2879, 1137, 1398, 4053, 5171, 547, 2635, 1058, 2680, 1350, 4510, 5524, 5214, 4701, 3401, 1560, 3145, 3097, 5114, 4174, 3471, 4707, 5086, 4372, 470, 551, 2646, 5997, 5118, 4164, 3202, 2781, 4356, 930, 5466, 1126, 5738, 3163, 2595, 2730, 1301, 1553, 1057, 4543, 364, 4787, 1468, 1250, 5899, 3383, 4851, 5977, 1875, 5302, 3124, 3851, 2815, 4346, 5441, 5953, 4714, 2304]
GRP	3174.5	[3221, 3221, 2200, 4034, 1053, 2909, 3177, 1635, 4739, 3008, 330, 1048, 3512, 1080, 217, 4370, 5379, 4378, 296, 5936, 2515, 2051, 5804, 2095, 2316, 1377, 1059, 315, 5710, 2753, 6374, 4672, 5784, 824, 4082, 433, 4562, 2634, 357, 3172, 5596, 3492, 3433, 3463, 5532, 5862, 176, 1318, 2404, 439, 6266, 4684, 3328, 1841, 472, 1061, 3880, 61, 2938, 964, 4330, 5121, 1633, 219, 5755, 5719, 1314, 2935, 5076, 4588, 5329, 4892, 1763, 1484, 4348, 5659, 1084, 5902, 4193, 6134, 3609, 664, 2543, 2123, 3423, 4248, 4511, 1329, 4833, 1716, 2096, 2464, 2373, 3179, 3850, 5258, 1091, 5872, 2037, 4903]
RBP1	3201.0	[3023, 3577, 4611, 311, 2925, 4645, 5574, 1482, 3599, 1358, 1185, 3804, 3648, 5600, 4660, 4330, 2509, 1445, 5511, 2655, 924, 3789, 2537, 4161, 3640, 3233, 1773, 4864, 4644, 1796, 2698, 4369, 3690, 1421, 5360, 3530, 5784, 1593, 971, 2039, 1854, 4004, 3171, 5297, 2163, 2309, 4652, 4343, 2197, 863, 3231, 1307, 2422, 759, 1570, 4162, 2876, 4718, 5142, 5613, 3095, 3454, 2207, 2164, 3528, 1330, 2929, 619, 5751, 1930, 3559, 2034, 2229, 4692, 1980, 5320, 1400, 3718, 3915, 5188, 3516, 4392, 1332, 5293, 2903, 4673, 3658, 2218, 2037, 3317, 1677, 2983, 3792, 1582, 2772, 2673, 4274, 4829, 3975, 2437]
P2RY4	3215.5	[6436, 6179, 5574, 6449, 4501, 4135, 1439, 4484, 306, 4370, 6150, 1131, 3204, 90, 642, 910, 5258, 2371, 4130, 710, 235, 6190, 3728, 5726, 588, 80, 446, 573, 1393, 1859, 2413, 3719, 223, 3285, 1979, 1699, 156, 221, 3227, 3402, 5417, 2518, 267, 2638, 3514, 4211, 966, 843, 3786, 286, 4540, 396, 1330, 757, 1318, 3808, 5857, 3512, 5659, 544, 3943, 279, 24, 5543, 44, 4359, 74, 2552, 265, 1242, 6184, 3158, 2146, 6336, 689, 6252, 6441, 6069, 268, 702, 5960, 5458, 40, 5215, 4837, 4305, 5547, 6045, 6335, 4113, 6150, 6349, 2546, 2947, 5276, 936, 790, 5205, 4531, 3833]
ESR1	3225.5	[2980, 2474, 1911, 3040, 4745, 2893, 5757, 4553, 2504, 1866, 2985, 3001, 3611, 2938, 2352, 1890, 3622, 3144, 3081, 2035, 4276, 2686, 3545, 3535, 1500, 4345, 3781, 1562, 3570, 1215, 2343, 3940, 4243, 4794, 4174, 3498, 1786, 4005, 5176, 2778, 5276, 2466, 1325, 4156, 4482, 2192, 3551, 2412, 4955, 4424, 3571, 1419, 4333, 3732, 4069, 1778, 2469, 1401, 3927, 2746, 3498, 2823, 3523, 2823, 4108, 3999, 1014, 4571, 3193, 2439, 2182, 1786, 1854, 5074, 3831, 5880, 2538, 2611, 4134, 2759, 2160, 2582, 3614, 4189, 2592, 2024, 2165, 3164, 3258, 6081, 3358, 3352, 4861, 1259, 4406, 4607, 3573, 4314, 4102, 1552]
NOVA1	3242.5	[1763, 4809, 408, 4433, 4636, 4592, 5959, 6147, 2759, 300, 3197, 4720, 2820, 2993, 3001, 2077, 2113, 6209, 5222, 6166, 318, 2214, 4207, 3804, 2792, 716, 813, 3342, 2779, 4993, 5570, 3079, 2707, 5615, 1342, 4487, 563, 3900, 4077, 2245, 2924, 439, 5914, 152, 1235, 2866, 3245, 4902, 1210, 4658, 4000, 5077, 3435, 275, 697, 5850, 1080, 184, 5443, 1692, 4020, 2595, 4109, 4999, 5139, 4475, 2231, 6121, 4827, 2324, 3206, 1312, 5625, 5931, 5705, 5710, 3165, 419, 5784, 6040, 596, 51, 843, 4883, 665, 2433, 3240, 1282, 2723, 5855, 5676, 3145, 5774, 4136, 3757, 2638, 5854, 346, 4320, 5402]
CALM2	3270.0	[5000, 2809, 4900, 2052, 2588, 1094, 5832, 2562, 4064, 4607, 1653, 5574, 2934, 3488, 5496, 1192, 1598, 964, 3652, 2393, 615, 3781, 4214, 4644, 3997, 3315, 4286, 2284, 1805, 3405, 3191, 3197, 3161, 3480, 2531, 1555, 4905, 5109, 5400, 5774, 2950, 2477, 1968, 3676, 2826, 1488, 3684, 4088, 3303, 3358, 952, 3447, 2196, 4943, 3560, 2888, 3826, 4215, 4122, 4677, 2763, 3343, 4074, 3125, 4048, 2454, 2653, 4386, 3993, 3284, 2519, 3785, 4637, 3135, 1838, 4788, 5516, 1300, 3317, 4011, 4218, 1415, 3032, 3205, 1364, 2851, 3027, 1541, 2464, 3256, 2671, 1177, 2096, 3453, 3027, 3539, 1681, 3361, 4174, 2502]
MX1	3274.5	[3202, 3880, 3300, 949, 822, 2635, 1564, 2393, 4335, 2054, 2840, 3257, 2145, 4376, 2943, 5662, 3851, 1265, 2974, 3870, 2135, 1217, 3046, 4776, 4914, 4571, 1645, 3082, 1921, 5443, 2683, 3653, 3292, 1455, 4886, 3193, 4150, 4123, 4021, 4968, 2598, 4041, 2025, 3033, 489, 4104, 2985, 3993, 2109, 3806, 4259, 4139, 1118, 3485, 3156, 2100, 1073, 4815, 2596, 4376, 5818, 5236, 3456, 3948, 3885, 5660, 1953, 725, 1051, 2561, 4967, 815, 5185, 3995, 4446, 3657, 3139, 2048, 1214, 1046, 2589, 3361, 3933, 4955, 4675, 2393, 2639, 3003, 5128, 1439, 2806, 5582, 3761, 4760, 5319, 4486, 2508, 3965, 1856, 5067]
GPR12	3319.0	[5506, 1025, 5862, 3314, 444, 3746, 828, 6267, 4254, 663, 6395, 979, 2325, 5923, 3324, 1564, 5535, 6433, 5505, 6204, 6125, 1988, 1359, 6233, 6125, 887, 586, 4136, 3563, 1279, 279, 601, 4713, 5485, 798, 6162, 1798, 3445, 3955, 1242, 571, 1123, 3345, 3687, 5086, 316, 6270, 6290, 2983, 6391, 6241, 99, 2021, 463, 1906, 4843, 3509, 6479, 242, 3947, 6263, 6198, 2346, 4838, 1464, 5007, 5330, 1067, 2104, 209, 239, 4080, 6397, 321, 6061, 5280, 292, 2438, 2820, 696, 5590, 1969, 4679, 2892, 524, 555, 570, 759, 6295, 428, 373, 598, 305, 6370, 1367, 5029, 4718, 2436, 5089, 4910]
S100P	3321.5	[3016, 4233, 5362, 3391, 5288, 3178, 5400, 4050, 4950, 4493, 3006, 2641, 3500, 5058, 2781, 4230, 3141, 1952, 3409, 4377, 4434, 3221, 2472, 2276, 4838, 4866, 4621, 4141, 1655, 4874, 2119, 4311, 3347, 2035, 4224, 2749, 2241, 5591, 3007, 3043, 3144, 3052, 5635, 914, 5507, 4162, 805, 4946, 1466, 5655, 4737, 5319, 4009, 4563, 3634, 4184, 680, 3898, 2620, 2672, 2881, 3473, 3091, 2046, 3177, 5752, 2781, 3517, 1587, 2661, 1649, 618, 2604, 2212, 4704, 3212, 3341, 5886, 2464, 1504, 2633, 3796, 3302, 3008, 3476, 3822, 2654, 2918, 4627, 3452, 4254, 4782, 3441, 2666, 3189, 1966, 3186, 1774, 1848, 4142]
RBP3	3329.0	[5706, 204, 19, 6433, 52, 6397, 6355, 6437, 6394, 650, 6465, 497, 32, 72, 178, 5240, 4904, 6428, 12, 6316, 619, 2084, 16, 601, 6467, 211, 2234, 5, 27, 1949, 1768, 890, 3992, 34, 365, 6476, 414, 69, 6340, 4240, 6469, 5646, 78, 6451, 6061, 1809, 5888, 245, 124, 6121, 3587, 122, 6440, 6434, 6017, 59, 6080, 6470, 1963, 6180, 66, 5754, 549, 5966, 1139, 1493, 6, 3366, 6409, 6190, 13, 3604, 6422, 6349, 6341, 327, 10, 3732, 6463, 16, 6477, 112, 3258, 6468, 3292, 4201, 6368, 1002, 39, 4781, 6453, 21, 6434, 172, 6354, 706, 65, 6468, 78, 6343]
AMPD2	3335.5	[3253, 5178, 3985, 306, 589, 493, 2253, 5051, 185, 2922, 1109, 5581, 2461, 735, 3529, 4645, 241, 1999, 821, 3774, 726, 2790, 4600, 910, 3029, 192, 3058, 6027, 5646, 4704, 2826, 2048, 5280, 1831, 904, 1720, 943, 1622, 4577, 1628, 5670, 5892, 4903, 5272, 5973, 3331, 152, 5615, 596, 5235, 954, 1119, 2801, 496, 944, 2630, 3420, 4628, 5068, 3340, 5649, 5977, 4686, 401, 4913, 1523, 5753, 5099, 1172, 5231, 5755, 532, 5430, 6368, 5761, 3914, 961, 5784, 988, 2449, 3658, 4403, 594, 4958, 441, 1137, 535, 6201, 5446, 6218, 3801, 4136, 6218, 3546, 2000, 734, 5476, 3463, 6060, 903]
TFR2	3376.0	[5307, 530, 5994, 257, 3890, 1726, 3197, 3922, 4725, 5069, 5170, 2060, 2576, 5628, 5382, 2340, 2062, 771, 4283, 3334, 3580, 6286, 3245, 4750, 6084, 4008, 5096, 5217, 2000, 6295, 5366, 3934, 528, 3084, 3476, 842, 2564, 1409, 3637, 5350, 4382, 1497, 486, 2479, 5353, 571, 3476, 2744, 133, 5863, 3788, 4921, 1254, 1066, 2292, 3881, 3772, 6230, 4246, 774, 1137, 4095, 2743, 4854, 4467, 1009, 6261, 4395, 667, 1718, 4423, 1499, 4684, 3577, 6010, 1688, 926, 447, 2937, 6306, 398, 3346, 3132, 1331, 450, 300, 5562, 5153, 3783, 1263, 5318, 2902, 5121, 3091, 6316, 3254, 1935, 1861, 2821, 3406]
ACOX2	3385.0	[4401, 5092, 1313, 3279, 4033, 5838, 2308, 4691, 765, 4614, 2794, 2109, 6110, 4827, 4352, 3881, 6034, 5601, 3956, 311, 2482, 3850, 1333, 1507, 5926, 2800, 2249, 5130, 3256, 6028, 462, 2973, 5137, 2090, 4368, 1752, 4828, 2879, 3968, 5590, 4575, 480, 1726, 4723, 6164, 5353, 1364, 1429, 5104, 5289, 5111, 5855, 5064, 2087, 2395, 5572, 4968, 2060, 3364, 1483, 2141, 2149, 2511, 3689, 1788, 3778, 4323, 4317, 2020, 3852, 527, 3476, 5643, 4942, 1153, 2354, 1149, 2267, 4086, 1198, 3048, 1940, 3406, 1745, 4370, 2976, 1891, 682, 2220, 3294, 5789, 3901, 2514, 3604, 3697, 3520, 1691, 904, 1414, 4897]
SMARCD1	3395.5	[4462, 5731, 806, 1811, 3847, 238, 5979, 2205, 1029, 3500, 1470, 2745, 1780, 1248, 4105, 3272, 1650, 335, 4832, 719, 4040, 1495, 5041, 3998, 3542, 1581, 1025, 4621, 1201, 391, 5196, 3486, 2758, 1176, 4447, 2100, 2851, 5351, 1597, 2717, 5077, 5858, 6091, 4737, 3501, 1038, 4773, 3987, 1138, 2592, 5975, 3120, 3580, 3471, 4225, 2172, 486, 3051, 5448, 1617, 4424, 3596, 3373, 610, 5372, 4034, 2443, 1873, 3227, 6087, 2605, 2866, 660, 4690, 5792, 4156, 926, 5548, 2595, 4046, 3418, 3431, 5904, 3972, 2788, 3363, 2829, 4238, 5876, 1386, 5281, 1304, 4358, 4945, 3848, 4348, 2601, 2570, 5816, 1834]
PTAFR	3401.0	[4012, 3475, 4813, 4059, 4771, 1335, 3664, 5299, 3112, 4654, 5435, 4847, 1667, 915, 2028, 4569, 4742, 5730, 850, 3192, 3151, 1672, 2901, 5211, 5877, 1425, 1287, 2335, 3524, 1408, 4110, 4299, 1492, 1406, 5962, 1826, 1571, 2388, 2211, 1274, 3303, 3852, 6059, 5923, 3771, 4496, 5906, 3337, 773, 648, 5135, 2340, 3358, 3300, 1767, 5969, 4428, 4375, 1861, 5659, 5866, 5308, 3047, 1260, 1215, 1029, 2767, 6052, 3444, 5850, 428, 5463, 1001, 3183, 4057, 5206, 4025, 4988, 1513, 4739, 300, 607, 3909, 1187, 1929, 1384, 6023, 2391, 2027, 5087, 5193, 4071, 6270, 1880, 6062, 2251, 2015, 4243, 6145, 2697]
TAT	3408.5	[622, 3008, 2385, 4212, 4146, 2324, 3355, 3451, 2493, 361, 3996, 5482, 1752, 1176, 2420, 3927, 460, 3931, 4905, 5920, 4697, 875, 5295, 4184, 1665, 3416, 837, 5238, 6181, 5836, 601, 6081, 1182, 4530, 700, 6176, 1052, 1029, 1275, 4698, 3401, 4494, 348, 4685, 3461, 4868, 302, 4005, 4137, 341, 150, 3913, 4002, 1483, 5671, 2649, 4847, 5323, 5754, 476, 3189, 5478, 932, 3335, 1812, 554, 5257, 1847, 6358, 5267, 1526, 3009, 2528, 3841, 2613, 5130, 760, 5411, 3219, 3797, 4799, 1708, 4749, 1456, 3836, 3129, 445, 1180, 1040, 5160, 4339, 4105, 1593, 6015, 4542, 2148, 4291, 1333, 2219, 5340]
PSG9	3420.5	[4068, 1811, 3741, 1474, 4618, 2530, 2616, 2483, 1512, 4665, 1030, 1812, 6146, 1267, 4016, 5854, 2641, 3777, 554, 404, 3396, 1255, 236, 6301, 5559, 1117, 1162, 5828, 6131, 320, 6312, 6283, 187, 6277, 4986, 5521, 656, 1709, 4670, 4242, 4970, 3524, 2795, 5415, 397, 3181, 3875, 6135, 4782, 5793, 1355, 798, 2932, 1859, 5943, 2565, 5366, 2524, 847, 470, 3785, 549, 1855, 4203, 1659, 3530, 5694, 2666, 5801, 2494, 4882, 6411, 4639, 3264, 1149, 2945, 6013, 3734, 6173, 3426, 748, 3109, 5928, 1847, 4553, 5572, 4152, 2586, 6189, 2815, 1530, 4482, 3064, 4253, 3415, 3503, 1265, 570, 5669, 6267]
